segment_id,order_in_segment,segment_type,segment_label,image_id,source_dataset,image_key,image_path,gt_sign,gt_meter,gt_curb_color,dominant_color,cue_pool
seg_00004,0,none,0,mtsd_c-8PjCIDlVZ31VgkHILDaw,MTSD,c-8PjCIDlVZ31VgkHILDaw,/Users/chiragjain/Downloads/mtsd_project/data/images/val/c-8PjCIDlVZ31VgkHILDaw.jpg,0,0,0,,none_candidate
seg_00004,1,none,0,mtsd_SRgn4cvC2uA3qEy2V4Squg,MTSD,SRgn4cvC2uA3qEy2V4Squg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/SRgn4cvC2uA3qEy2V4Squg.jpg,0,0,0,,none_candidate
seg_00004,2,none,0,mtsd_aMPaSPjTVE0uY1MMVOHD_Q,MTSD,aMPaSPjTVE0uY1MMVOHD_Q,/Users/chiragjain/Downloads/mtsd_project/data/images/train/aMPaSPjTVE0uY1MMVOHD_Q.jpg,0,0,0,,none_candidate
seg_00004,3,none,0,curb_4M5XpMPqn22GnPFbCT1hRA,VistasCurb,4M5XpMPqn22GnPFbCT1hRA,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/curb_segmentation/validation/images/4M5XpMPqn22GnPFbCT1hRA.jpg,0,0,0,gray,none_candidate
seg_00004,4,none,0,mtsd_9ogxEDDGFLmnVG_LYaPqCQ,MTSD,9ogxEDDGFLmnVG_LYaPqCQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/9ogxEDDGFLmnVG_LYaPqCQ.jpg,0,0,0,,none_candidate
seg_00005,0,none,0,mtsd_Vexhesn3_MA8ogYE8gPYrQ,MTSD,Vexhesn3_MA8ogYE8gPYrQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/Vexhesn3_MA8ogYE8gPYrQ.jpg,0,0,0,,none_candidate
seg_00005,1,none,0,mtsd_eByZds5IdqCyXTnBeV3_cw,MTSD,eByZds5IdqCyXTnBeV3_cw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/eByZds5IdqCyXTnBeV3_cw.jpg,0,0,0,,none_candidate
seg_00005,2,none,0,curb_bs40et1gJ8RIB7j2mDZb1w,VistasCurb,bs40et1gJ8RIB7j2mDZb1w,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/curb_segmentation/validation/images/bs40et1gJ8RIB7j2mDZb1w.jpg,0,0,0,unknown,none_candidate
seg_00005,3,none,0,mtsd_7p7DdpecJTy642zZbwZJbw,MTSD,7p7DdpecJTy642zZbwZJbw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/7p7DdpecJTy642zZbwZJbw.jpg,0,0,0,,none_candidate
seg_00005,4,none,0,mtsd_xsDsQiGC8bC3VA2Fqb3xog,MTSD,xsDsQiGC8bC3VA2Fqb3xog,/Users/chiragjain/Downloads/mtsd_project/data/images/train/xsDsQiGC8bC3VA2Fqb3xog.jpg,0,0,0,,none_candidate
seg_00006,0,none,0,mtsd_Oxu53EGzATjBw353tOYFfA,MTSD,Oxu53EGzATjBw353tOYFfA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/Oxu53EGzATjBw353tOYFfA.jpg,0,0,0,,none_candidate
seg_00006,1,none,0,mtsd_VFBemsqbv82tGNyVF5tMwA,MTSD,VFBemsqbv82tGNyVF5tMwA,/Users/chiragjain/Downloads/mtsd_project/data/images/val/VFBemsqbv82tGNyVF5tMwA.jpg,0,0,0,,none_candidate
seg_00006,2,none,0,mtsd_OPE9PtLYIJhEPf_ZOSiMZQ,MTSD,OPE9PtLYIJhEPf_ZOSiMZQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/OPE9PtLYIJhEPf_ZOSiMZQ.jpg,0,0,0,,none_candidate
seg_00006,3,none,0,mtsd_7w1qc32bASzJNOdlctYLdQ,MTSD,7w1qc32bASzJNOdlctYLdQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/7w1qc32bASzJNOdlctYLdQ.jpg,0,0,0,,none_candidate
seg_00006,4,none,0,mtsd_49TDs2lOqMDRU2q5kV-AKg,MTSD,49TDs2lOqMDRU2q5kV-AKg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/49TDs2lOqMDRU2q5kV-AKg.jpg,0,0,0,,none_candidate
seg_00007,0,none,0,mtsd_H6GMs-jbOEKNJpXrw7EM7A,MTSD,H6GMs-jbOEKNJpXrw7EM7A,/Users/chiragjain/Downloads/mtsd_project/data/images/val/H6GMs-jbOEKNJpXrw7EM7A.jpg,0,0,0,,none_candidate
seg_00007,1,none,0,mtsd_bcNMt8KebCAQYNMBY6RmBw,MTSD,bcNMt8KebCAQYNMBY6RmBw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/bcNMt8KebCAQYNMBY6RmBw.jpg,0,0,0,,none_candidate
seg_00007,2,none,0,mtsd_MKoxaTZY6lPP7oO65mHx2w,MTSD,MKoxaTZY6lPP7oO65mHx2w,/Users/chiragjain/Downloads/mtsd_project/data/images/train/MKoxaTZY6lPP7oO65mHx2w.jpg,0,0,0,,none_candidate
seg_00007,3,none,0,mtsd_chdYEx2q8K_0gEWPL7omvw,MTSD,chdYEx2q8K_0gEWPL7omvw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/chdYEx2q8K_0gEWPL7omvw.jpg,0,0,0,,none_candidate
seg_00007,4,none,0,mtsd_dGdJlOsOlMV52nSFilmSRw,MTSD,dGdJlOsOlMV52nSFilmSRw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/dGdJlOsOlMV52nSFilmSRw.jpg,0,0,0,,none_candidate
seg_00008,0,none,0,mtsd_vrF7jsaYhzSryohzbeEL9w,MTSD,vrF7jsaYhzSryohzbeEL9w,/Users/chiragjain/Downloads/mtsd_project/data/images/val/vrF7jsaYhzSryohzbeEL9w.jpg,0,0,0,,none_candidate
seg_00008,1,none,0,mtsd_nfxtbBUcRGwA1rciZS3Xlw,MTSD,nfxtbBUcRGwA1rciZS3Xlw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/nfxtbBUcRGwA1rciZS3Xlw.jpg,0,0,0,,none_candidate
seg_00008,2,none,0,mtsd_eIctOLqyKd9bIYvxawO3Xw,MTSD,eIctOLqyKd9bIYvxawO3Xw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/eIctOLqyKd9bIYvxawO3Xw.jpg,0,0,0,,none_candidate
seg_00008,3,none,0,mtsd_QJ9Ik4Aetwebc_5gwgUCDQ,MTSD,QJ9Ik4Aetwebc_5gwgUCDQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/QJ9Ik4Aetwebc_5gwgUCDQ.jpg,0,0,0,,none_candidate
seg_00008,4,none,0,mtsd_HBfhogFP8tjOPLjFTIsReA,MTSD,HBfhogFP8tjOPLjFTIsReA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/HBfhogFP8tjOPLjFTIsReA.jpg,0,0,0,,none_candidate
seg_00009,0,none,0,mtsd_goQLzXjzTkGol0t3lHPE-g,MTSD,goQLzXjzTkGol0t3lHPE-g,/Users/chiragjain/Downloads/mtsd_project/data/images/train/goQLzXjzTkGol0t3lHPE-g.jpg,0,0,0,,none_candidate
seg_00009,1,none,0,mtsd_OW1bww7FhWC9n6w541FSNw,MTSD,OW1bww7FhWC9n6w541FSNw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/OW1bww7FhWC9n6w541FSNw.jpg,0,0,0,,none_candidate
seg_00009,2,none,0,mtsd_YCd7p_1RdoCg2S0tupDoDA,MTSD,YCd7p_1RdoCg2S0tupDoDA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/YCd7p_1RdoCg2S0tupDoDA.jpg,0,0,0,,none_candidate
seg_00009,3,none,0,mtsd_5JU25UAJOHNtIMSxYXZKug,MTSD,5JU25UAJOHNtIMSxYXZKug,/Users/chiragjain/Downloads/mtsd_project/data/images/train/5JU25UAJOHNtIMSxYXZKug.jpg,0,0,0,,none_candidate
seg_00009,4,none,0,mtsd_2Z6w3j7-JABDfcdqVUCYaQ,MTSD,2Z6w3j7-JABDfcdqVUCYaQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/2Z6w3j7-JABDfcdqVUCYaQ.jpg,0,0,0,,none_candidate
seg_00010,0,none,0,mtsd_EswI-4nVRxy1z-f9MFAaxg,MTSD,EswI-4nVRxy1z-f9MFAaxg,/Users/chiragjain/Downloads/mtsd_project/data/images/val/EswI-4nVRxy1z-f9MFAaxg.jpg,0,0,0,,none_candidate
seg_00010,1,none,0,mtsd_nFx5FHm3XoqgE0sIzQnJIA,MTSD,nFx5FHm3XoqgE0sIzQnJIA,/Users/chiragjain/Downloads/mtsd_project/data/images/val/nFx5FHm3XoqgE0sIzQnJIA.jpg,0,0,0,,none_candidate
seg_00010,2,none,0,mtsd_MgDexYXouw1oi9ZjVSLcAg,MTSD,MgDexYXouw1oi9ZjVSLcAg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/MgDexYXouw1oi9ZjVSLcAg.jpg,0,0,0,,none_candidate
seg_00010,3,none,0,mtsd_rtXDR1X1-JftGWO199tQkg,MTSD,rtXDR1X1-JftGWO199tQkg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/rtXDR1X1-JftGWO199tQkg.jpg,0,0,0,,none_candidate
seg_00010,4,none,0,mtsd_gC67TcmmHV8ADbsTRO5tSg,MTSD,gC67TcmmHV8ADbsTRO5tSg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/gC67TcmmHV8ADbsTRO5tSg.jpg,0,0,0,,none_candidate
seg_00011,0,none,0,vistas_Q48m6hC3TQfeMS222laBbA,Vistas,Q48m6hC3TQfeMS222laBbA,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/kaggle_meter_eval_upload/validation/images/Q48m6hC3TQfeMS222laBbA.jpg,0,0,0,,none_candidate
seg_00011,1,none,0,mtsd_gbHoru4bJu7AKDZsHlMhRQ,MTSD,gbHoru4bJu7AKDZsHlMhRQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/gbHoru4bJu7AKDZsHlMhRQ.jpg,0,0,0,,none_candidate
seg_00011,2,none,0,vistas_NmyhU1FqFhJnqb3s0BXUHQ,Vistas,NmyhU1FqFhJnqb3s0BXUHQ,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/kaggle_meter_eval_upload/validation/images/NmyhU1FqFhJnqb3s0BXUHQ.jpg,0,0,0,,none_candidate
seg_00011,3,none,0,mtsd_cON1Sd5x9tR-lKcpa_bmAA,MTSD,cON1Sd5x9tR-lKcpa_bmAA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/cON1Sd5x9tR-lKcpa_bmAA.jpg,0,0,0,,none_candidate
seg_00011,4,none,0,mtsd_jojwUGaPvCrmmXCs1rg_LQ,MTSD,jojwUGaPvCrmmXCs1rg_LQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/jojwUGaPvCrmmXCs1rg_LQ.jpg,0,0,0,,none_candidate
seg_00012,0,none,0,curb_xWOfp1dqHd1H1wpbaf5lGQ,VistasCurb,xWOfp1dqHd1H1wpbaf5lGQ,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/curb_segmentation/validation/images/xWOfp1dqHd1H1wpbaf5lGQ.jpg,0,0,0,unknown,none_candidate
seg_00012,1,none,0,mtsd_9A0w438EfpXKAImmffXFxg,MTSD,9A0w438EfpXKAImmffXFxg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/9A0w438EfpXKAImmffXFxg.jpg,0,0,0,,none_candidate
seg_00012,2,none,0,mtsd_BCxKRFT-Wvn49LnVoSlOgw,MTSD,BCxKRFT-Wvn49LnVoSlOgw,/Users/chiragjain/Downloads/mtsd_project/data/images/val/BCxKRFT-Wvn49LnVoSlOgw.jpg,0,0,0,,none_candidate
seg_00012,3,none,0,mtsd_G3Lby5UrMVSmBM2Jw51fpg,MTSD,G3Lby5UrMVSmBM2Jw51fpg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/G3Lby5UrMVSmBM2Jw51fpg.jpg,0,0,0,,none_candidate
seg_00012,4,none,0,mtsd_4H9DAql3oId7h5c2r6hXaA,MTSD,4H9DAql3oId7h5c2r6hXaA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/4H9DAql3oId7h5c2r6hXaA.jpg,0,0,0,,none_candidate
seg_00013,0,none,0,mtsd_eX34CSJErXg6H1kaZXtqIA,MTSD,eX34CSJErXg6H1kaZXtqIA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/eX34CSJErXg6H1kaZXtqIA.jpg,0,0,0,,none_candidate
seg_00013,1,none,0,mtsd_oItHlBRHbz06TRLTgVSksg,MTSD,oItHlBRHbz06TRLTgVSksg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/oItHlBRHbz06TRLTgVSksg.jpg,0,0,0,,none_candidate
seg_00013,2,none,0,mtsd_vG9_Ct8W4vojjjE0hfymZA,MTSD,vG9_Ct8W4vojjjE0hfymZA,/Users/chiragjain/Downloads/mtsd_project/data/images/val/vG9_Ct8W4vojjjE0hfymZA.jpg,0,0,0,,none_candidate
seg_00013,3,none,0,mtsd_eu_T5GsxC06mZtUW436CHA,MTSD,eu_T5GsxC06mZtUW436CHA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/eu_T5GsxC06mZtUW436CHA.jpg,0,0,0,,none_candidate
seg_00013,4,none,0,vistas_nnWiaePFu6XMjLszP1uDTw,Vistas,nnWiaePFu6XMjLszP1uDTw,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/kaggle_meter_eval_upload/validation/images/nnWiaePFu6XMjLszP1uDTw.jpg,0,0,0,,none_candidate
seg_00014,0,none,0,mtsd__vh-QFTD-edZwcNqj5wLXA,MTSD,_vh-QFTD-edZwcNqj5wLXA,/Users/chiragjain/Downloads/mtsd_project/data/images/val/_vh-QFTD-edZwcNqj5wLXA.jpg,0,0,0,,none_candidate
seg_00014,1,none,0,mtsd_wBoBhy8kv8-4A_U0HNy8Sw,MTSD,wBoBhy8kv8-4A_U0HNy8Sw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/wBoBhy8kv8-4A_U0HNy8Sw.jpg,0,0,0,,none_candidate
seg_00014,2,none,0,mtsd_VhUTRmmaZEHOgfH1sWTtSQ,MTSD,VhUTRmmaZEHOgfH1sWTtSQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/VhUTRmmaZEHOgfH1sWTtSQ.jpg,0,0,0,,none_candidate
seg_00014,3,none,0,mtsd_Sh-YiFURwcJBzPdQSwwdqA,MTSD,Sh-YiFURwcJBzPdQSwwdqA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/Sh-YiFURwcJBzPdQSwwdqA.jpg,0,0,0,,none_candidate
seg_00014,4,none,0,mtsd_BRXqA1llznfGH3JVDU0brw,MTSD,BRXqA1llznfGH3JVDU0brw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/BRXqA1llznfGH3JVDU0brw.jpg,0,0,0,,none_candidate
seg_00015,0,none,0,mtsd_ApHuFmEP8dhFdLGHu29vdA,MTSD,ApHuFmEP8dhFdLGHu29vdA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/ApHuFmEP8dhFdLGHu29vdA.jpg,0,0,0,,none_candidate
seg_00015,1,none,0,mtsd_stOcvq47f2z1C0IVilHPSA,MTSD,stOcvq47f2z1C0IVilHPSA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/stOcvq47f2z1C0IVilHPSA.jpg,0,0,0,,none_candidate
seg_00015,2,none,0,mtsd_SL1UmRXhTE-kYswWJpkcjQ,MTSD,SL1UmRXhTE-kYswWJpkcjQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/SL1UmRXhTE-kYswWJpkcjQ.jpg,0,0,0,,none_candidate
seg_00015,3,none,0,mtsd_s2L1FWn3HD0pEW_602Bjqw,MTSD,s2L1FWn3HD0pEW_602Bjqw,/Users/chiragjain/Downloads/mtsd_project/data/images/val/s2L1FWn3HD0pEW_602Bjqw.jpg,0,0,0,,none_candidate
seg_00015,4,none,0,mtsd_IqfDUrHrSVL_K1jsLpe7Cw,MTSD,IqfDUrHrSVL_K1jsLpe7Cw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/IqfDUrHrSVL_K1jsLpe7Cw.jpg,0,0,0,,none_candidate
seg_00016,0,none,0,mtsd_wSKmIdvUta6j_sRWjH7fgA,MTSD,wSKmIdvUta6j_sRWjH7fgA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/wSKmIdvUta6j_sRWjH7fgA.jpg,0,0,0,,none_candidate
seg_00016,1,none,0,vistas_uaDJRn9rShwZUny8zOwZew,Vistas,uaDJRn9rShwZUny8zOwZew,/Users/chiragjain/Downloads/Mapillary_Vistas_Dataset/kaggle_meter_eval_upload/validation/images/uaDJRn9rShwZUny8zOwZew.jpg,0,0,0,,none_candidate
seg_00016,2,none,0,mtsd_Gz0DvlFpcbyimq7L4Ud2Kw,MTSD,Gz0DvlFpcbyimq7L4Ud2Kw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/Gz0DvlFpcbyimq7L4Ud2Kw.jpg,0,0,0,,none_candidate
seg_00016,3,none,0,mtsd_-2Hnw2nSUbYDcXRw_xQbjQ,MTSD,-2Hnw2nSUbYDcXRw_xQbjQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/-2Hnw2nSUbYDcXRw_xQbjQ.jpg,0,0,0,,none_candidate
seg_00016,4,none,0,mtsd_vQZ7gkTSvduzbUgJ08zz2w,MTSD,vQZ7gkTSvduzbUgJ08zz2w,/Users/chiragjain/Downloads/mtsd_project/data/images/train/vQZ7gkTSvduzbUgJ08zz2w.jpg,0,0,0,,none_candidate
seg_00017,0,none,0,mtsd_Pkz8gKy1Dp0ddFMEDc6r0Q,MTSD,Pkz8gKy1Dp0ddFMEDc6r0Q,/Users/chiragjain/Downloads/mtsd_project/data/images/train/Pkz8gKy1Dp0ddFMEDc6r0Q.jpg,0,0,0,,none_candidate
seg_00017,1,none,0,mtsd_XIc_Cr93cnrqe6gLJAixMA,MTSD,XIc_Cr93cnrqe6gLJAixMA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/XIc_Cr93cnrqe6gLJAixMA.jpg,0,0,0,,none_candidate
seg_00017,2,none,0,mtsd_5Y4Bnd1vSWKAfOEnfCPlnQ,MTSD,5Y4Bnd1vSWKAfOEnfCPlnQ,/Users/chiragjain/Downloads/mtsd_project/data/images/val/5Y4Bnd1vSWKAfOEnfCPlnQ.jpg,0,0,0,,none_candidate
seg_00017,3,none,0,mtsd_cW4Tn48iun8XEGtTpyW2kw,MTSD,cW4Tn48iun8XEGtTpyW2kw,/Users/chiragjain/Downloads/mtsd_project/data/images/train/cW4Tn48iun8XEGtTpyW2kw.jpg,0,0,0,,none_candidate
seg_00017,4,none,0,mtsd_PuL6o8CJ3m3OB6E7ttSL6w,MTSD,PuL6o8CJ3m3OB6E7ttSL6w,/Users/chiragjain/Downloads/mtsd_project/data/images/val/PuL6o8CJ3m3OB6E7ttSL6w.jpg,0,0,0,,none_candidate
seg_00018,0,none,0,mtsd_6mYWjjqVKi6aWnTcSpWjVA,MTSD,6mYWjjqVKi6aWnTcSpWjVA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/6mYWjjqVKi6aWnTcSpWjVA.jpg,0,0,0,,none_candidate
seg_00018,1,none,0,mtsd_D16pSZl8xvcd4gVJhP0whQ,MTSD,D16pSZl8xvcd4gVJhP0whQ,/Users/chiragjain/Downloads/mtsd_project/data/images/train/D16pSZl8xvcd4gVJhP0whQ.jpg,0,0,0,,none_candidate
seg_00018,2,none,0,mtsd_DKGNGabjpz7VkHMvdBGb4Q,MTSD,DKGNGabjpz7VkHMvdBGb4Q,/Users/chiragjain/Downloads/mtsd_project/data/images/train/DKGNGabjpz7VkHMvdBGb4Q.jpg,0,0,0,,none_candidate
seg_00018,3,none,0,mtsd_vh10WtnocdKXQ1ZBF3IyMA,MTSD,vh10WtnocdKXQ1ZBF3IyMA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/vh10WtnocdKXQ1ZBF3IyMA.jpg,0,0,0,,none_candidate
seg_00018,4,none,0,mtsd_p6WqkaPVHYoncBVQST5img,MTSD,p6WqkaPVHYoncBVQST5img,/Users/chiragjain/Downloads/mtsd_project/data/images/train/p6WqkaPVHYoncBVQST5img.jpg,0,0,0,,none_candidate
seg_00019,0,none,0,mtsd_Mb9mJZN_V9-UVoFZhma_3w,MTSD,Mb9mJZN_V9-UVoFZhma_3w,/Users/chiragjain/Downloads/mtsd_project/data/images/train/Mb9mJZN_V9-UVoFZhma_3w.jpg,0,0,0,,none_candidate
seg_00019,1,none,0,mtsd_wRgo5Z5v3KzZzqr_u8RHPg,MTSD,wRgo5Z5v3KzZzqr_u8RHPg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/wRgo5Z5v3KzZzqr_u8RHPg.jpg,0,0,0,,none_candidate
seg_00019,2,none,0,mtsd_gZYMH-fU2C6hAWiBMKu_5g,MTSD,gZYMH-fU2C6hAWiBMKu_5g,/Users/chiragjain/Downloads/mtsd_project/data/images/train/gZYMH-fU2C6hAWiBMKu_5g.jpg,0,0,0,,none_candidate
seg_00019,3,none,0,mtsd_XnDTY4e_xZ0mhQtWEV3cwg,MTSD,XnDTY4e_xZ0mhQtWEV3cwg,/Users/chiragjain/Downloads/mtsd_project/data/images/val/XnDTY4e_xZ0mhQtWEV3cwg.jpg,0,0,0,,none_candidate
seg_00019,4,none,0,mtsd_LLT-jUHMn3OtrcgSjVppjg,MTSD,LLT-jUHMn3OtrcgSjVppjg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/LLT-jUHMn3OtrcgSjVppjg.jpg,0,0,0,,none_candidate
seg_00020,0,none,0,mtsd_6E9fHFlLyfcZR97hq8mpoA,MTSD,6E9fHFlLyfcZR97hq8mpoA,/Users/chiragjain/Downloads/mtsd_project/data/images/train/6E9fHFlLyfcZR97hq8mpoA.jpg,0,0,0,,none_candidate
seg_00020,1,none,0,mtsd__hrHTyerHUI6XQkWSg6Whg,MTSD,_hrHTyerHUI6XQkWSg6Whg,/Users/chiragjain/Downloads/mtsd_project/data/images/train/_hrHTyerHUI6XQkWSg6Whg.jpg,0,0,0,,none_candidate
