segment_id,segment_label,segment_type,sign_max,sign_mean,sign_count_015,sign_noisy_or,meter_max,meter_mean,meter_count_01,meter_noisy_or,curb_max,curb_mean,curb_count_02,curb_noisy_or,combined_score
seg_00015,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0259006815968841,0.00518013631937682,0,0.02590068159688408,0.01036027263875364
seg_00016,0,none,0.2121918648481369,0.04243837296962738,1,0.2121918648481369,0.103092573583126,0.0206185147166252,1,0.10309257358312596,0.9781962338949456,0.28966186136294986,3,0.9872210072667598,0.3912784935579783
seg_00017,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.2870326278085389,2,1.0,0.4
seg_00018,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.6864406779661016,0.26805971666715556,3,0.8614139074023072,0.2745762711864407
seg_00019,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0012746972594008,0.00025493945188016,0,0.00127469725940077,0.00050987890376032
seg_00020,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.3179070972198238,0.06358141944396475,1,0.3179070972198238,0.12716283888792954
seg_00021,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.2083613865134672,1,1.0,0.4
seg_00022,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4840693124650643,0.17979448448787377,2,0.6772018647593625,0.19362772498602573
seg_00023,0,none,0.0815325528383255,0.0163065105676651,0,0.0815325528383255,0.4122220277786255,0.0824444055557251,1,0.4122220277786255,0.0189922480620155,0.0068447455964878,0,0.03390269262025014,0.24733321666717528
seg_00024,0,none,0.0,0.0,0,0.0,0.1121962442994117,0.02243924885988234,1,0.11219624429941166,0.1793478260869565,0.09955224834064705,0,0.4147564379868892,0.07173913043478261
seg_00025,0,none,0.1378575712442398,0.02757151424884796,0,0.1378575712442398,0.0,0.0,0,0.0,0.3011583011583011,0.10634347581499796,2,0.4587225435103478,0.1378575712442398
seg_00026,0,none,0.1895132511854171,0.03790265023708342,1,0.18951325118541706,0.0,0.0,0,0.0,0.2482863670982482,0.05216939583109124,1,0.25770009766958457,0.1895132511854171
seg_00027,0,none,0.066314086318016,0.0132628172636032,0,0.06631408631801605,0.0,0.0,0,0.0,0.3155163466528282,0.13082422240741282,1,0.5281557070643165,0.12620653866113127
seg_00028,0,none,0.3810102343559265,0.0762020468711853,1,0.3810102343559265,0.0,0.0,0,0.0,0.4191033138401559,0.12072452612507152,1,0.5208817862709965,0.3810102343559265
seg_00029,0,none,0.2920781373977661,0.05841562747955322,1,0.2920781373977661,0.0,0.0,0,0.0,1.0,0.3651045810898116,3,1.0,0.4
seg_00030,0,none,0.0,0.0,0,0.0,0.0654819756746292,0.01309639513492584,0,0.06548197567462921,0.7712800519818064,0.2279093563481797,1,0.8455846706447261,0.30851202079272255
seg_00031,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.6930727023319616,0.17425908128771936,1,0.7471569629449137,0.27722908093278464
seg_00032,0,none,0.4917603731155395,0.11309580206871031,1,0.5292271057947353,0.1786786466836929,0.03573572933673858,1,0.17867864668369293,0.3303874915023793,0.1310026927669951,1,0.529532683041422,0.4917603731155395
seg_00033,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1118077324973876,0.03101787724883152,0,0.15025016267999414,0.04472309299895504
seg_00034,0,none,0.0,0.0,0,0.0,0.1457927525043487,0.02915855050086974,1,0.14579275250434875,0.2306689834926151,0.06825883808535765,1,0.31462880537151017,0.09226759339704604
seg_00035,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5403191030616645,0.17316872996250607,2,0.6899565186875476,0.21612764122466582
seg_00036,0,none,0.0,0.0,0,0.0,0.0716406852006912,0.01432813704013824,0,0.07164068520069122,0.7875324675324675,0.19629695015468,1,0.8267114689225435,0.315012987012987
seg_00037,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5211857310333278,0.16950722733430307,1,0.6631820917468487,0.20847429241333112
seg_00038,0,none,0.051494900137186,0.010298980027437201,0,0.05149490013718605,0.0666085928678512,0.01332171857357024,0,0.06660859286785126,0.9348355663824603,0.21311842906596573,1,0.9433562447913327,0.37393422655298414
seg_00039,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4890350877192982,0.1795507592738462,2,0.6842208563617869,0.1956140350877193
seg_00040,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.2789793438639125,0.09264027436718808,1,0.4114920999413708,0.111591737545565
seg_00041,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
seg_00042,0,none,0.48603555560112,0.097207111120224,1,0.48603555560112,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.48603555560112
seg_00043,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.64604125083167,0.1369524024063234,1,0.6597468030328488,0.258416500332668
seg_00044,0,none,0.1646179556846618,0.03292359113693236,1,0.16461795568466187,0.0,0.0,0,0.0,1.0,0.38778645374171933,2,1.0,0.4
seg_00045,0,none,0.1226249486207962,0.02452498972415924,0,0.1226249486207962,0.0,0.0,0,0.0,0.3217072051399725,0.06665625584280929,1,0.3295578161915932,0.128682882055989
seg_00046,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.6277136258660508,0.16737160832757397,1,0.7014401794283807,0.2510854503464203
seg_00047,0,none,0.5461463928222656,0.1896309196949005,2,0.7285992670725818,0.0,0.0,0,0.0,0.5412504994007191,0.11944646987795704,1,0.566746470217653,0.5461463928222656
seg_00048,0,none,0.0755717307329177,0.015114346146583541,0,0.07557173073291767,0.1812384575605392,0.03624769151210784,1,0.18123845756053925,0.1007170795306388,0.047789518230258524,0,0.22081839959568716,0.10874307453632351
seg_00049,0,none,0.0,0.0,0,0.0,0.058193240314722,0.0116386480629444,0,0.05819324031472195,0.8948366701791359,0.4098135709003543,3,0.9899838872530285,0.3579346680716544
seg_00050,0,none,0.1651950925588607,0.03303901851177214,1,0.16519509255886067,0.0764285326004028,0.015285706520080562,0,0.07642853260040283,0.3521539104976997,0.13654168914024384,2,0.5512205841876883,0.1651950925588607
seg_00051,0,none,0.5911102294921875,0.1182220458984375,1,0.5911102294921875,0.0,0.0,0,0.0,0.8070071258907363,0.17208190125865466,1,0.8171813367510976,0.5911102294921875
seg_00052,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0370833985291816,0.00741667970583632,0,0.03708339852918163,0.01483335941167264
seg_00053,0,none,0.0721863582730293,0.02565726190805434,0,0.12423665835899511,0.0,0.0,0,0.0,0.3254716981132075,0.14171459935756178,2,0.5643261899491112,0.130188679245283
seg_00054,0,none,0.1830806881189346,0.0478373274207115,1,0.22891472135588697,0.0,0.0,0,0.0,0.5497048406139315,0.2420900550056412,3,0.7955524166137657,0.21988193624557262
seg_00055,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1778191718011176,0.03556383436022352,0,0.17781917180111761,0.07112766872044704
seg_00056,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1385189131592967,0.039622518523507184,0,0.18985774090781715,0.055407565263718685
seg_00057,0,none,0.5314048528671265,0.1062809705734253,1,0.5314048528671265,0.1301659792661667,0.026033195853233337,1,0.1301659792661667,0.7418856259659969,0.20527314261807234,2,0.8152526062330088,0.5314048528671265
seg_00058,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1746031746031746,0.06743083408335257,0,0.3079742067467489,0.06984126984126984
seg_00059,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5169541939321832,0.13519445582664258,1,0.5924322575369585,0.2067816775728733
seg_00060,0,none,0.184257373213768,0.0368514746427536,1,0.184257373213768,0.0,0.0,0,0.0,0.1766325727773406,0.066706221811574,0,0.3013242786983199,0.184257373213768
seg_00061,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0210630652955024,0.00421261305910048,0,0.021063065295502392,0.00842522611820096
seg_00062,0,none,0.2811406254768371,0.05622812509536742,1,0.28114062547683716,0.3605196177959442,0.07210392355918885,1,0.3605196177959442,0.5240577385725742,0.14262728723853293,1,0.6140482815056325,0.2811406254768371
seg_00063,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5623052959501558,0.2000041563826625,2,0.7524360606082979,0.22492211838006232
seg_00064,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.2362835402482979,0.07521106827785844,1,0.343029565388817,0.09451341609931917
seg_00065,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0409192825112107,0.01075266384169168,0,0.05323775044225931,0.01636771300448428
seg_00066,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.2326490713587487,0.0536130184609845,1,0.25976809964092995,0.09305962854349949
seg_00067,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1918112141992739,0.09617350240440387,0,0.40945143195886335,0.07672448567970958
seg_00068,0,none,0.1296777576208114,0.02593555152416228,0,0.12967775762081146,0.0,0.0,0,0.0,0.8032786885245902,0.31609666131091163,2,0.9561714002681905,0.32131147540983607
seg_00069,0,none,0.3106362819671631,0.06212725639343262,1,0.3106362819671631,0.0,0.0,0,0.0,0.5657754010695187,0.177614281390086,2,0.6994066647710073,0.3106362819671631
seg_00070,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.2,1,1.0,0.4
seg_00071,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1534025374855824,0.030680507497116483,0,0.1534025374855824,0.061361014994232965
seg_00072,0,none,0.1382354497909546,0.02764708995819092,0,0.1382354497909546,0.280324637889862,0.0560649275779724,1,0.28032463788986206,0.3329853862212943,0.13150800862548295,1,0.5320817096574308,0.1681947827339172
seg_00073,0,none,0.0541400574147701,0.010828011482954019,0,0.054140057414770126,0.0742242634296417,0.014844852685928339,0,0.07422426342964172,0.2484939759036144,0.06253461628469295,1,0.29595353885537945,0.09939759036144577
seg_00074,0,none,0.084581047296524,0.02849666401743886,0,0.1375858852137104,0.0,0.0,0,0.0,0.3224852071005917,0.09035696004738056,1,0.4096809976550708,0.1289940828402367
seg_00075,0,none,0.2134476900100708,0.04268953800201416,1,0.2134476900100708,0.0,0.0,0,0.0,0.4398836457659987,0.18482912575044846,2,0.6808617708534597,0.2134476900100708
seg_00076,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.935244161358811,0.18704883227176222,1,0.935244161358811,0.37409766454352444
seg_00077,0,none,0.0599761977791786,0.011995239555835719,0,0.05997619777917862,0.0,0.0,0,0.0,0.2782101167315175,0.08086154506616226,1,0.3678002893758101,0.11128404669260701
seg_00078,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.042346471127406,0.0084692942254812,0,0.04234647112740597,0.0169385884509624
seg_00079,0,none,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5554569653948536,0.23169017638167144,2,0.7863508806650218,0.22218278615794143
seg_00080,1,sign_only,0.7648261785507202,0.16414331197738646,1,0.7779701331118147,0.0836996883153915,0.0167399376630783,0,0.08369968831539154,0.1657595249876298,0.03367332026754458,0,0.167934453600325,0.7648261785507202
seg_00081,1,sign_only,0.8105288743972778,0.28966339826583865,2,0.9313713068084084,0.1635675579309463,0.03271351158618926,1,0.16356755793094635,0.5515734265734266,0.14799074165271348,1,0.636048150792869,0.8105288743972778
seg_00082,1,sign_only,0.8030928373336792,0.16061856746673583,1,0.8030928373336792,0.0,0.0,0,0.0,0.1245567375886524,0.04766641671631432,0,0.2241605976666734,0.8030928373336792
seg_00083,1,sign_only,0.6053203344345093,0.13493343889713286,1,0.6326901299675161,0.0,0.0,0,0.0,0.3592349073520621,0.13597878720840018,1,0.5467047488217979,0.6053203344345093
seg_00084,1,sign_only,0.8070308566093445,0.2933169722557068,2,0.9343044279102344,0.2428954392671585,0.0485790878534317,1,0.2428954392671585,0.0467289719626168,0.012637762363390401,0,0.062357774267231436,0.8070308566093445
seg_00085,1,sign_only,0.128658652305603,0.0257317304611206,0,0.12865865230560303,0.0,0.0,0,0.0,0.1860465116279069,0.07202642736102226,0,0.32774411351632904,0.128658652305603
seg_00086,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0670473773265651,0.013666309073825201,0,0.06824544526982568,0.026818950930626043
seg_00087,1,sign_only,0.6848978996276855,0.1369795799255371,1,0.6848978996276855,0.0,0.0,0,0.0,0.4308617234468938,0.1980010725308803,3,0.7048864557988644,0.6848978996276855
seg_00088,1,sign_only,0.1230869814753532,0.02461739629507064,0,0.12308698147535324,0.0,0.0,0,0.0,0.4348855564325177,0.16387278713173098,2,0.6351935958073265,0.17395422257300708
seg_00089,1,sign_only,0.4460268020629883,0.08920536041259766,1,0.4460268020629883,0.0,0.0,0,0.0,0.2740941582450086,0.05817579880281448,1,0.2862783685826701,0.4460268020629883
seg_00090,1,sign_only,0.2758847773075104,0.05517695546150207,1,0.2758847773075104,0.0,0.0,0,0.0,0.408782577650839,0.0984521936040468,1,0.45733637448717235,0.2758847773075104
seg_00091,1,sign_only,0.0929922312498092,0.01859844624996184,0,0.09299223124980915,0.0,0.0,0,0.0,0.2449780651119833,0.06737579174953945,1,0.31411774479688936,0.09799122604479332
seg_00092,1,sign_only,0.1363754719495773,0.05246453583240508,0,0.24514656933769663,0.1280072778463363,0.02560145556926726,1,0.12800727784633636,0.6222166624968727,0.2030531823096667,2,0.7635374987281371,0.2488866649987491
seg_00093,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4320270924044509,0.12090620258961993,1,0.5300046457272587,0.17281083696178037
seg_00094,1,sign_only,0.1266365498304367,0.02532730996608734,0,0.1266365498304367,0.0,0.0,0,0.0,0.4310887350534927,0.08716337348823991,1,0.4337786228310174,0.1724354940213971
seg_00095,1,sign_only,0.7357133626937866,0.16757324188947678,1,0.7627109950535518,0.0,0.0,0,0.0,0.3822937625754527,0.1521976089985964,2,0.6006673068170246,0.7357133626937866
seg_00096,1,sign_only,0.7997442483901978,0.2954351305961609,2,0.9354037834805737,0.1394766718149185,0.0278953343629837,1,0.13947667181491852,0.3882013201320132,0.1567116033123926,2,0.6086189771632899,0.7997442483901978
seg_00097,1,sign_only,0.7851693630218506,0.15703387260437013,1,0.7851693630218506,0.1341018825769424,0.02682037651538848,1,0.13410188257694244,0.6730007917656373,0.16033963299157925,1,0.714499767130474,0.7851693630218506
seg_00098,1,sign_only,0.7780482172966003,0.15560964345932007,1,0.7780482172966003,0.0,0.0,0,0.0,0.0276367072162513,0.00552734144325026,0,0.027636707216251333,0.7780482172966003
seg_00099,1,sign_only,0.5971174836158752,0.11942349672317505,1,0.5971174836158752,0.0,0.0,0,0.0,0.4417693169092945,0.0883538633818589,1,0.44176931690929444,0.5971174836158752
seg_00100,1,sign_only,0.7760770320892334,0.15521540641784667,1,0.7760770320892334,0.0,0.0,0,0.0,0.0650263620386643,0.02530395469177384,0,0.12252108062486644,0.7760770320892334
seg_00101,1,sign_only,0.0,0.0,0,0.0,0.258274495601654,0.0516548991203308,1,0.25827449560165405,0.869927536231884,0.41371227014814094,4,0.9778937239086735,0.34797101449275364
seg_00102,1,sign_only,0.7631126642227173,0.2045448362827301,2,0.8246113448671757,0.0,0.0,0,0.0,0.44918859303608,0.15161371696467416,2,0.6082515729959924,0.7631126642227173
seg_00103,1,sign_only,0.664020299911499,0.1328040599822998,1,0.664020299911499,0.0,0.0,0,0.0,0.4056603773584906,0.15517808447300782,1,0.6007415789791937,0.664020299911499
seg_00104,1,sign_only,0.6761629581451416,0.13523259162902831,1,0.6761629581451416,0.0,0.0,0,0.0,0.3675703412297956,0.1901738614959954,3,0.6814061937480373,0.6761629581451416
seg_00105,1,sign_only,0.0,0.0,0,0.0,0.0739821419119834,0.01479642838239668,0,0.07398214191198338,0.6617999564175202,0.14442806761150817,1,0.6822070761179586,0.26471998256700807
seg_00106,1,sign_only,0.4981866180896759,0.09963732361793518,1,0.4981866180896759,0.0,0.0,0,0.0,0.5642561031782589,0.20634850217927525,2,0.7412662470215294,0.4981866180896759
seg_00107,1,sign_only,0.4267741441726684,0.08535482883453369,1,0.42677414417266846,0.0,0.0,0,0.0,0.1867111562454664,0.06035228749589744,0,0.2802802664439171,0.4267741441726684
seg_00108,1,sign_only,0.8188362121582031,0.16376724243164062,1,0.8188362121582031,0.0,0.0,0,0.0,0.1126070991432068,0.038189334451708454,0,0.18076540257896123,0.8188362121582031
seg_00109,1,sign_only,0.6146790981292725,0.1591952472925186,2,0.6845366749784496,0.0698096007108688,0.013961920142173758,0,0.06980960071086884,0.546646571213263,0.14100419290515268,1,0.6148946716168142,0.6146790981292725
seg_00110,1,sign_only,0.5222238898277283,0.12094370275735852,1,0.5616378503730144,0.0,0.0,0,0.0,0.0437410071942446,0.0215824664776377,0,0.10423095339129018,0.5222238898277283
seg_00111,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5277625068719076,0.23870094276656628,3,0.7974784065544418,0.21110500274876307
seg_00112,1,sign_only,0.6245384216308594,0.12490768432617187,1,0.6245384216308594,0.0871257930994033,0.03308387398719786,0,0.15859797995951264,0.0872509960159362,0.02418874367758076,0,0.11800399480246127,0.6245384216308594
seg_00113,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.2541678853465925,0.05643315445970413,1,0.27504960857777605,0.10166715413863701
seg_00114,1,sign_only,0.5850085020065308,0.11700170040130616,1,0.5850085020065308,0.0,0.0,0,0.0,0.6309050772626932,0.13241259439990705,1,0.6424052980132451,0.5850085020065308
seg_00115,1,sign_only,0.0811268016695976,0.016225360333919518,0,0.08112680166959763,0.0,0.0,0,0.0,1.0,0.20208011243851018,1,1.0,0.4
seg_00116,1,sign_only,0.1328048706054687,0.02656097412109374,0,0.13280487060546875,0.0,0.0,0,0.0,0.2908194701170671,0.1363877806452158,1,0.5348990437258606,0.1328048706054687
seg_00117,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1145612343297974,0.027443882509727457,0,0.13459129574806095,0.045824493731918964
seg_00118,1,sign_only,0.7679296731948853,0.16807860434055327,1,0.7847462661645022,0.2065777331590652,0.0513893276453018,1,0.2465415439959724,0.0404974489795918,0.01576793934065046,0,0.07720903288491654,0.7679296731948853
seg_00119,1,sign_only,0.0,0.0,0,0.0,0.1687722355127334,0.03375444710254668,1,0.16877223551273346,0.3148312611012433,0.11260917004720505,1,0.47617104362854623,0.12593250444049733
seg_00120,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.4454022988505747,0.12402108044716971,1,0.5400622961624921,0.1781609195402299
seg_00121,1,sign_only,0.504120945930481,0.19585508704185486,2,0.7215433358034025,0.0,0.0,0,0.0,0.2292047996745983,0.09332583491603562,1,0.3995007617313119,0.504120945930481
seg_00122,1,sign_only,0.7256640195846558,0.14513280391693115,1,0.7256640195846558,0.0763748809695243,0.01527497619390486,0,0.07637488096952427,0.1961102106969205,0.09834177779878597,0,0.41649329415582625,0.7256640195846558
seg_00123,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.541907514450867,0.10838150289017341,1,0.541907514450867,0.21676300578034682
seg_00124,1,sign_only,0.7507715821266174,0.21173893809318542,3,0.8216082379930982,0.1795473098754882,0.03590946197509764,1,0.17954730987548817,0.3521472392638037,0.12240026530197175,1,0.5095840592637502,0.7507715821266174
seg_00125,1,sign_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5190588235294118,0.10875575852589008,1,0.5309476745507009,0.20762352941176473
seg_00126,1,sign_only,0.7963103652000427,0.27343809604644775,2,0.9125927273455083,0.0,0.0,0,0.0,0.631578947368421,0.1729365634453183,2,0.7151601238243208,0.7963103652000427
seg_00127,1,sign_only,0.2908615469932556,0.058172309398651124,1,0.2908615469932556,0.0,0.0,0,0.0,0.2081367924528301,0.056235871364974835,1,0.26597651176394754,0.2908615469932556
seg_00128,1,sign_only,0.7390843629837036,0.1651067778468132,1,0.761640396195074,0.0,0.0,0,0.0,0.1951606505355017,0.040587154030545296,0,0.20141837275023755,0.7390843629837036
seg_00129,1,sign_only,0.0,0.0,0,0.0,0.2661620080471039,0.053232401609420776,1,0.2661620080471039,0.294855387765549,0.10874912523924549,2,0.4638086267878049,0.15969720482826233
seg_00130,1,meter_only,0.7775281071662903,0.15550562143325805,1,0.7775281071662903,0.1641920655965805,0.05210515707731246,1,0.24470855294764304,0.0879712746858168,0.037631154108554735,0,0.17823126829506875,0.7775281071662903
seg_00131,1,meter_only,0.0,0.0,0,0.0,0.2495636194944381,0.049912723898887616,1,0.24956361949443806,0.7526790750141004,0.3109808375187238,2,0.9330004819635642,0.3010716300056402
seg_00132,1,meter_only,0.3967481553554535,0.09712864905595778,1,0.4503742823321516,0.0,0.0,0,0.0,0.6231242785686802,0.17579100171129175,1,0.712001034933081,0.3967481553554535
seg_00133,1,meter_only,0.5973198413848877,0.13146265745162963,1,0.6214780116849994,0.0,0.0,0,0.0,0.888421052631579,0.30581406657975796,2,0.9582219891850169,0.5973198413848877
seg_00134,1,meter_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.5657754010695187,0.2087598841459865,2,0.7534373555729261,0.2263101604278075
seg_00135,1,meter_only,0.7451179623603821,0.16128258481621743,1,0.7607409471007978,0.3313547670841217,0.06627095341682435,1,0.3313547670841217,0.8978157167963846,0.23407617448575907,2,0.9254279791099265,0.7451179623603821
seg_00136,1,meter_only,0.146986186504364,0.029397237300872802,0,0.146986186504364,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.146986186504364
seg_00137,1,meter_only,0.1037521511316299,0.02075043022632598,0,0.10375215113162994,0.8971598744392395,0.1794319748878479,1,0.8971598744392395,0.2862745098039215,0.07775928792569657,1,0.3594470244238045,0.5382959246635437
seg_00138,1,meter_only,0.2901743948459625,0.11060589849948883,2,0.4654132904670283,0.1852368712425232,0.03704737424850464,1,0.1852368712425232,0.1498397435897435,0.054357556447130626,0,0.25190413076401674,0.2901743948459625
seg_00139,1,meter_only,0.5905950665473938,0.11811901330947876,1,0.5905950665473938,0.0713422819972038,0.01426845639944076,0,0.07134228199720383,0.31,0.16984244955068303,3,0.6313693214600213,0.5905950665473938
seg_00140,1,meter_only,0.7344384789466858,0.14688769578933716,1,0.7344384789466858,0.1188569143414497,0.02377138286828994,1,0.11885691434144974,0.4172413793103448,0.14136330446185255,1,0.5714652848861923,0.7344384789466858
seg_00141,1,meter_only,0.2030597776174545,0.0406119555234909,1,0.20305977761745453,0.1125392466783523,0.02250784933567046,1,0.11253924667835236,0.300891530460624,0.10347065254408036,1,0.44565115790195753,0.2030597776174545
seg_00142,1,meter_only,0.0599934458732605,0.0119986891746521,0,0.0599934458732605,0.0,0.0,0,0.0,0.8577235772357723,0.38093894256713734,4,0.9619178810452365,0.34308943089430893
seg_00143,1,meter_only,0.0859841182827949,0.01719682365655898,0,0.08598411828279495,0.2648613154888153,0.05297226309776306,1,0.2648613154888153,0.8108974358974359,0.3936600947366559,4,0.9608499896794409,0.3243589743589744
seg_00144,1,meter_only,0.116884633898735,0.023376926779747002,0,0.11688463389873505,0.0,0.0,0,0.0,0.3253205128205128,0.06506410256410255,1,0.3253205128205128,0.1301282051282051
seg_00145,1,curb_only,0.7709431052207947,0.15418862104415892,1,0.7709431052207947,0.0,0.0,0,0.0,0.6407779016474668,0.27340039680469647,2,0.8740401400612519,0.7709431052207947
seg_00146,1,curb_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.1189343482397716,0.04620137599103208,0,0.21580206162491733,0.04757373929590864
seg_00147,1,curb_only,0.0815799236297607,0.0316374510526657,0,0.15193763499918234,0.0,0.0,0,0.0,0.9337834894358528,0.33715036071004684,3,0.9742775014139691,0.3735133957743411
seg_00148,1,curb_only,0.05490592867136,0.010981185734272,0,0.054905928671360016,0.3640043139457702,0.07280086278915404,1,0.36400431394577026,0.6055384615384616,0.2157182934329514,2,0.792139677911665,0.24221538461538464
seg_00149,1,curb_only,0.5358670353889465,0.1568582385778427,2,0.6511688760905487,0.1067804470658302,0.02135608941316604,1,0.10678044706583023,0.8767812238055323,0.3192042466177215,2,0.9623524302443907,0.5358670353889465
seg_00150,1,curb_only,0.0664321035146713,0.01328642070293426,0,0.06643210351467133,0.0,0.0,0,0.0,0.823045267489712,0.34475330552792716,2,0.9651550507889346,0.32921810699588483
seg_00151,1,curb_only,0.2610889673233032,0.06819584071636199,1,0.32012074429786164,0.0,0.0,0,0.0,0.7397022332506203,0.2144453952157069,1,0.8192707130787871,0.29588089330024814
seg_00152,1,curb_only,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.973391388485728,0.47905950710374234,3,0.9976413243369227,0.38935655539429126
seg_00153,1,curb_only,0.7512869834899902,0.15025739669799804,1,0.7512869834899902,0.0,0.0,0,0.0,0.6562123039806996,0.16475057035424806,1,0.7114787290560592,0.7512869834899902
